Title,Tech Skills
"Coin, Vending, and Amusement Machine Servicers and Repairers",['Internet browser software']
Commercial Divers,['Adjustable wrenches']
Commercial Divers,['Scuba tanks']
Commercial Divers,['Diving instruments or accessories']
Commercial Divers,['Barometers']
Commercial Divers,['Box end wrenches']
Commercial Divers,['Bouyancy compensators']
Commercial Divers,['Single gas monitors']
Commercial Divers,['Hoists']
Commercial Divers,['Masks or fins or snorkels']
Commercial Divers,['Closed circuit television CCTV system']
Commercial Divers,['Pullers']
Commercial Divers,['Thickness measuring devices']
Commercial Divers,['Clock timers']
Commercial Divers,['Diving air pump']
Commercial Divers,['Wetsuits']
Commercial Divers,['Drysuits']
Commercial Divers,['Detonators']
Commercial Divers,['Utility knives']
Commercial Divers,['Gas mixer']
Commercial Divers,['Specialty wrenches']
Commercial Divers,['Winches']
Commercial Divers,['Diving boot']
Commercial Divers,['Demolition hammers']
Commercial Divers,['Hydraulic shears']
Commercial Divers,['Hose reel']
Commercial Divers,['Torque wrenches']
Commercial Divers,['Jib crane']
Commercial Divers,['Magnetic particle examination equipment']
Commercial Divers,['Measuring jigs']
Commercial Divers,['Corrosion testers']
Commercial Divers,['Water samplers']
Commercial Divers,['Multi gas monitors']
Commercial Divers,['Oxygen gas analyzers']
Commercial Divers,['Pry bars']
Commercial Divers,['Metal detectors']
Commercial Divers,['Concrete or cement testing instruments']
Commercial Divers,['Scuba regulators']
Commercial Divers,['Pick or place robots']
Commercial Divers,['Sledge hammer']
Commercial Divers,['Submersible pumps']
Commercial Divers,['Ultrasonic examination equipment']
Commercial Divers,['Wire or cable cutter']
Commercial Divers,['Blow torch']
Commercial Divers,['Chain saw']
Commercial Divers,['Power chippers']
Commercial Divers,['Geological compasses']
Commercial Divers,['Power saws']
Commercial Divers,['Depth gauges']
Commercial Divers,['Flashlight']
Commercial Divers,['Hammer drills']
Commercial Divers,['Power drills']
Commercial Divers,['Impact wrenches']
Commercial Divers,['Pneumatic hammer']
Commercial Divers,['Power grinders']
Commercial Divers,['Pressure gauge']
Commercial Divers,['Reciprocating saw']
Commercial Divers,['Underwater cameras']
Commercial Divers,['Sinker drills']
Commercial Divers,['Sonars']
Commercial Divers,['Circuit breakers']
Commercial Divers,['Shielded metal arc welding or stick welding machine']
Commercial Divers,['Welding regulator oxygen']
Commercial Divers,['Dredge pumps']
Commercial Divers,['Water hoses']
Commercial Divers,['Electrode holder']
Commercial Divers,['Anemometers']
Commercial Divers,['Underwater communication system']
Commercial Divers,['Data base user interface and query software']
Commercial Divers,['Analytical or scientific software']
Commercial Divers,['Internet browser software']
Locksmiths and Safe Repairers,['Blow torch']
Locksmiths and Safe Repairers,['Automatic lathe or chucking machine']
Locksmiths and Safe Repairers,['Drill press or radial drill']
Locksmiths and Safe Repairers,['Needlenose pliers']
Locksmiths and Safe Repairers,['Borescope inspection equipment']
Locksmiths and Safe Repairers,['Squares']
Locksmiths and Safe Repairers,['Punches or nail sets or drifts']
Locksmiths and Safe Repairers,['Key seating machine']
Locksmiths and Safe Repairers,['Inkjet printers']
Locksmiths and Safe Repairers,['Power drills']
Locksmiths and Safe Repairers,['Adjustable wrenches']
Locksmiths and Safe Repairers,['Wrecking or crow bar']
Locksmiths and Safe Repairers,['Cutting die']
Locksmiths and Safe Repairers,['Mallets']
Locksmiths and Safe Repairers,['Keys']
Locksmiths and Safe Repairers,['Calipers']
Locksmiths and Safe Repairers,['Cold chisels']
Locksmiths and Safe Repairers,['Screwdrivers']
Locksmiths and Safe Repairers,['Planes']
Locksmiths and Safe Repairers,['Hex keys']
Locksmiths and Safe Repairers,['Precision file']
Locksmiths and Safe Repairers,['Jigsaw']
Locksmiths and Safe Repairers,['Lock cylinder accessory']
Locksmiths and Safe Repairers,['Notebook computers']
Locksmiths and Safe Repairers,['Hammers']
Locksmiths and Safe Repairers,['Tweezers']
Locksmiths and Safe Repairers,['Dollies']
Locksmiths and Safe Repairers,['Tape measures']
Locksmiths and Safe Repairers,['Cleaning brushes']
Locksmiths and Safe Repairers,['Hacksaw']
Locksmiths and Safe Repairers,['Alignment jig']
Locksmiths and Safe Repairers,['Nut drivers']
Locksmiths and Safe Repairers,['Parallel pin punch']
Locksmiths and Safe Repairers,['Pipe wrenches']
Locksmiths and Safe Repairers,['Power routers']
Locksmiths and Safe Repairers,['Levels']
Locksmiths and Safe Repairers,['Ratchets']
Locksmiths and Safe Repairers,['Power grinders']
Locksmiths and Safe Repairers,['Shielded metal arc welding or stick welding machine']
Locksmiths and Safe Repairers,['Angle grinder']
Locksmiths and Safe Repairers,['Retaining ring pliers']
Locksmiths and Safe Repairers,['Socket sets']
Locksmiths and Safe Repairers,['Swivel base vise']
Locksmiths and Safe Repairers,['Taps']
Locksmiths and Safe Repairers,['Tensioners']
Locksmiths and Safe Repairers,['Tinners snips']
Locksmiths and Safe Repairers,['Torx keys']
Locksmiths and Safe Repairers,['Utility knives']
Locksmiths and Safe Repairers,['Locking pliers']
Locksmiths and Safe Repairers,['Wire cutters']
Locksmiths and Safe Repairers,['Data base user interface and query software']
Locksmiths and Safe Repairers,['Accounting software']
Locksmiths and Safe Repairers,['Inventory management software']
Locksmiths and Safe Repairers,['Map creation software']
Locksmiths and Safe Repairers,['Spreadsheet software']
Locksmiths and Safe Repairers,['Office suite software']
Locksmiths and Safe Repairers,['Electronic mail software']
Locksmiths and Safe Repairers,['Presentation software']
Locksmiths and Safe Repairers,['Word processing software']
Locksmiths and Safe Repairers,['Calendar and scheduling software']
Manufactured Building and Mobile Home Installers,['Torque wrenches']
Manufactured Building and Mobile Home Installers,['Levels']
Manufactured Building and Mobile Home Installers,['Caulking guns']
Manufactured Building and Mobile Home Installers,['Claw hammer']
Manufactured Building and Mobile Home Installers,['Winches']
Manufactured Building and Mobile Home Installers,['Power nail guns']
Manufactured Building and Mobile Home Installers,['Ohmmeters']
Manufactured Building and Mobile Home Installers,['Pressure gauge']
Manufactured Building and Mobile Home Installers,['Utility knives']
Manufactured Building and Mobile Home Installers,['Air compressors']
Manufactured Building and Mobile Home Installers,['Cold chisels']
Manufactured Building and Mobile Home Installers,['Jacks']
Manufactured Building and Mobile Home Installers,['Planes']
Manufactured Building and Mobile Home Installers,['Wire lug crimping tool']
Manufactured Building and Mobile Home Installers,['Tape measures']
Manufactured Building and Mobile Home Installers,['Manometers']
Manufactured Building and Mobile Home Installers,['Tinners snips']
Manufactured Building and Mobile Home Installers,['Paint brushes']
Manufactured Building and Mobile Home Installers,['Paint sprayers']
Manufactured Building and Mobile Home Installers,['Pipe or tube cutter']
Manufactured Building and Mobile Home Installers,['Pipe wrenches']
Manufactured Building and Mobile Home Installers,['Staple guns']
Manufactured Building and Mobile Home Installers,['Penetrometers']
Manufactured Building and Mobile Home Installers,['Concrete mixers or plants']
Manufactured Building and Mobile Home Installers,['Power drills']
Manufactured Building and Mobile Home Installers,['Power sanders']
Manufactured Building and Mobile Home Installers,['Torque tools']
Manufactured Building and Mobile Home Installers,['Power screwguns']
Manufactured Building and Mobile Home Installers,['Ratchets']
Manufactured Building and Mobile Home Installers,['Rubber mallet']
Manufactured Building and Mobile Home Installers,['Screwdrivers']
Manufactured Building and Mobile Home Installers,['Socket sets']
Manufactured Building and Mobile Home Installers,['Soldering iron']
Manufactured Building and Mobile Home Installers,['Track excavators']
Manufactured Building and Mobile Home Installers,['Flatbed truck']
Manufactured Building and Mobile Home Installers,['Electronic mail software']
Manufactured Building and Mobile Home Installers,['Spreadsheet software']
Manufactured Building and Mobile Home Installers,['Internet browser software']
Riggers,['Adjustable wrenches']
Riggers,['Allen wrench']
Riggers,['Torque wrenches']
Riggers,['Hoists']
Riggers,['Slip or groove joint pliers']
Riggers,['Dial indicator or dial gauge']
Riggers,['Winches']
Riggers,['Levels']
Riggers,['Cold chisels']
Riggers,['Drill press or radial drill']
Riggers,['Pullers']
Riggers,['Gin pole and accessories']
Riggers,['Grease guns']
Riggers,['Hacksaw']
Riggers,['Hole saws']
Riggers,['Utility knives']
Riggers,['Jacks']
Riggers,['Hand trucks or accessories']
Riggers,['Splices or splice plates']
Riggers,['Punches or nail sets or drifts']
Riggers,['Dollies']
Riggers,['Hammers']
Riggers,['Gas welding or brazing or cutting apparatus']
Riggers,['Pallet trucks']
Riggers,['Screwdrivers']
Riggers,['Impact wrenches']
Riggers,['Precision file']
Riggers,['Reamer']
Riggers,['Pressure gauge']
Riggers,['Pry bars']
Riggers,['Ratchets']
Riggers,['Spanner wrenches']
Riggers,['Banders']
Riggers,['Sledge hammer']
Riggers,['Threading die hand tool']
Riggers,['Threading taps']
Riggers,['Welder torch']
Riggers,['Computer aided design CAD software']
Riggers,['Graphics or photo imaging software']
Riggers,['Spreadsheet software']
Riggers,['Electronic mail software']
Riggers,['Word processing software']
Signal and Track Switch Repairers,['Adjustable wrenches']
Signal and Track Switch Repairers,['Articulating boom lift']
Signal and Track Switch Repairers,['Audio spectrum analyzer']
Signal and Track Switch Repairers,['Brush cutter']
Signal and Track Switch Repairers,['Ammeters']
Signal and Track Switch Repairers,['Closed circuit television CCTV system']
Signal and Track Switch Repairers,['Oscilloscopes']
Signal and Track Switch Repairers,['Digital cameras']
Signal and Track Switch Repairers,['Stop watch']
Signal and Track Switch Repairers,['Voltage or current meters']
Signal and Track Switch Repairers,['Passive infrared sensor']
Signal and Track Switch Repairers,['Inkjet printers']
Signal and Track Switch Repairers,['Inkjet fax machine']
Signal and Track Switch Repairers,['Notebook computers']
Signal and Track Switch Repairers,['Lifts']
Signal and Track Switch Repairers,['Megohmmeters']
Signal and Track Switch Repairers,['Screwdrivers']
Signal and Track Switch Repairers,['Hammers']
Signal and Track Switch Repairers,['Personal computers']
Signal and Track Switch Repairers,['Power drills']
Signal and Track Switch Repairers,['Power grinders']
Signal and Track Switch Repairers,['Relay tester']
Signal and Track Switch Repairers,['Shovels']
Signal and Track Switch Repairers,['Slip joint pliers']
Signal and Track Switch Repairers,['Frequency analyzers']
Signal and Track Switch Repairers,['Rail switching systems']
Signal and Track Switch Repairers,['Rail joint gap gauge']
Signal and Track Switch Repairers,['Specialty wrenches']
Signal and Track Switch Repairers,['Forklifts']
Signal and Track Switch Repairers,['Crimping pliers']
Signal and Track Switch Repairers,['Facilities management software']
Signal and Track Switch Repairers,['Spreadsheet software']
Signal and Track Switch Repairers,['Office suite software']
Signal and Track Switch Repairers,['Electronic mail software']
Signal and Track Switch Repairers,['Presentation software']
Signal and Track Switch Repairers,['Word processing software']
Signal and Track Switch Repairers,['Industrial control software']
Signal and Track Switch Repairers,['Internet browser software']
"Helpers--Installation, Maintenance, and Repair Workers",['Adjustable wrenches']
"Helpers--Installation, Maintenance, and Repair Workers",['Pneumatic hammer']
"Helpers--Installation, Maintenance, and Repair Workers",['Air compressors']
